sid,sentence,label
1183," In turn , those parents may have been raised in the lower class .
",0
1184,"In the 1910s , Edith Bolling Wilson took a more active but still private role assisting her husband , President Woodrow Wilson , afflicted by a stroke , in the last years of his presidency .
",0
1185," When blood glucose levels decline below normal levels , for example between meals or when glucose is utilized rapidly during exercise , the hormone glucagon is released from the alpha cells of the pancreas .
",0
1186,"A delegate legislator represents the will of those who elected him or her to office and acts in their expressed interest , even when it goes against personal belief about what is ultimately in the constituency ’s best interest .
",1
1187,"Originally , three quark types — or flavors — were proposed to account for the then - known mesons and baryons .
",0
1188,"As explored in the chapter Choice in a World of Scarcity , fixed costs are often sunk costs that can not be recouped .
",0
1189," How did you come to be who you are ?
",0
1190,"Intermediate goods , which are goods that go into the production of other goods , are excluded from GDP calculations .
",1
1191,"The lesser apes comprise the family Hylobatidae , including gibbons and siamangs .
",1
1192,"Poverty is measured by the number of people who fall below a certain level of income — called the poverty line — that defines the income needed for a basic standard of living .
",1
1193," Neural Control of ThermoregulationThe nervous system is important to thermoregulation , as illustrated in [ link ] .
",0
1194,"A country is said to be engaging in protectionism when it does not permit other countries to sell goods and services within its borders , or when it charges them very high tariffs ( or import taxes ) to do so .
",1
1195,"Symbiotic relationships , or symbioses ( plural ) , are close interactions between individuals of different species over an extended period of time which impact the abundance and distribution of the associating populations .
",1
1196,"As early “ stage ” theories have been criticized for generalizing family life and not accounting for differences in gender , ethnicity , culture , and lifestyle , less rigid models of the family life cycle have been developed .
",0
1197,"A governor who has high public approval ratings may also make campaign appearances on behalf of candidates in tough reelection fights across the state .
",0
1198,"The parent material may be either created in its natural place , or transported from elsewhere to its present location .
",0
1199," [ link ] illustrates the average time that an individual water molecule may spend in the Earth ’s major water reservoirs .
",0
1200,"Runners called chasquis traversed the roads in a continuous relay system , ensuring quick communication over long distances .
",1
1201,"Action at a distance is a force between objects that are not close enough for their atoms to “ touch . ”
",0
1202,"For example , assume the Green Party gets 7 percent of the vote .
",0
1203,"Ancient Egypt was a good example : a large part of economic life was devoted to building pyramids , like those shown in [ link ] , for the pharaohs .
",0
1204,"For example , a municipal bond is issued by cities , a state bond by U.S. states , and a Treasury bond by the federal government through the U.S .
",1
